Product,SKU,Contact ID,Invoice No.,Date,Quantity,Unit Price,Discount,Tax,Price inc. tax,Total
Egg,176,CO0374,11889,01/11/2021,1 Crt,1300,0,0.0000(),1300,1300
Cow Leg/Kg,231,CO0374,11889,01/11/2021,1 Kg,2000,0,0.0000(),2000,2000
Shrimps,171,CO0001,11890,01/11/2021,0.5 Kg,3000,0,0.0000(),3000,1500
Titus,161,CO0871,11891,01/11/2021,0.5 Kg,1200,0,0.0000(),1200,600
Turkey,160,CO0374,11893,01/11/2021,2 Kg,2000,0,0.0000(),2000,4000
Chicken Orobo,157,CO0001,11892,01/11/2021,1 Kg,1600,0,0.0000(),1600,1600
Old layers,179,CO0009,11894,01/11/2021,3 Pc(s),2200,0,0.0000(),2200,6600
Sausage,170,CO0001,11895,01/11/2021,2 Pk(s),600,0,0.0000(),600,1200
Goatmeat - One-Eight,188,CO0001,11895,01/11/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Titus,161,CO0127,11896,01/11/2021,2 Kg,1200,0,0.0000(),1200,2400
Kote,164,CO1149,11897,01/11/2021,1.3 Kg,1000,0,0.0000(),1000,1300
Chicken Orobo,157,CO0001,11898,01/11/2021,1.6 Kg,1600,0,0.0000(),1600,2560
Palm oil - 2.5 Ltrs,178,CO0036,11899,01/11/2021,1 Keg,2000,0,0.0000(),2000,2000
Panla,162,CO0374,11893,01/11/2021,1.2 Kg,1000,0,0.0000(),1000,1200
Sausage,170,CO0667,11916,01/12/2021,2 Pk(s),600,0,0.0000(),600,1200
Old layers,179,CO0526,11918,01/12/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Tilapia,163,CO0526,11918,01/12/2021,1.1 Kg,1500,0,0.0000(),1500,1650
Titus,161,CO0396,11917,01/12/2021,3 Kg,1200,0,0.0000(),1200,3600
Titus,161,CO0667,11916,01/12/2021,2 Kg,1200,0,0.0000(),1200,2400
Egg Half,206,CO0396,11917,01/12/2021,2 1/2,650,0,0.0000(),650,1300
Egg,176,CO0332,11915,01/12/2021,2 Crt,1300,0,0.0000(),1300,2600
Titus,161,CO0943,11914,01/12/2021,0.5 Kg,1200,0,0.0000(),1200,600
Asun,196,CO0683,11912,01/12/2021,58 Pk(s),500,0,0.0000(),500,29000
Croaker,165,CO0131,11913,01/12/2021,1.5 Kg,1300,0,0.0000(),1300,1950
Chips,199,CO0683,11912,01/12/2021,2 Pk(s),500,0,0.0000(),500,1000
Turkey,160,CO0667,11916,01/12/2021,2 Kg,2000,0,0.0000(),2000,4000
Barbeque Chicken,198,CO0683,11912,01/12/2021,9 Pc(s),1000,0,0.0000(),1000,9000
Shrimps,171,CO0382,11939,01/13/2021,0.5 Kg,3000,0,0.0000(),3000,1500
Ponmo,175,CO0382,11939,01/13/2021,2 Pk(s),500,0,0.0000(),500,1000
Old layers,179,CO0382,11939,01/13/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Breeder,181,CO0382,11939,01/13/2021,2 Pc(s),6000,0,0.0000(),6000,12000
Turkey,160,CO0602,11941,01/13/2021,1 Kg,2000,0,0.0000(),2000,2000
Nigerian Soft chicken,156,CO0005,11942,01/13/2021,6.5 Kg,1600,0,0.0000(),1600,10400
Chicken - Normal Laps,159,CO0212,11943,01/13/2021,2.2 Kg,1600,0,0.0000(),1600,3520
Titus,161,CO0212,11943,01/13/2021,2 Kg,1200,0,0.0000(),1200,2400
Nigerian Soft chicken,156,CO0329,11944,01/13/2021,3 Kg,1600,0,0.0000(),1600,4800
Croaker,165,CO0472,11946,01/13/2021,2 Kg,1300,0,0.0000(),1300,2600
Nigerian Soft chicken,156,CO0472,11946,01/13/2021,1 Kg,1600,0,0.0000(),1600,1600
Nigerian Soft chicken,156,CO0053,11938,01/13/2021,3 Kg,1600,0,0.0000(),1600,4800
Tilapia,163,CO0526,11947,01/13/2021,2 Kg,1500,0,0.0000(),1500,3000
Croaker,165,CO0340,11948,01/13/2021,2 Kg,1300,0,0.0000(),1300,2600
Turkey,160,CO0602,11949,01/13/2021,4 Kg,2000,0,0.0000(),2000,8000
Old layers,179,CO0039,11950,01/13/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Turkey,160,CO0001,11951,01/13/2021,0.8 Kg,2000,0,0.0000(),2000,1600
Old layers,179,CO0001,11951,01/13/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Chicken Orobo,157,CO0656,11952,01/13/2021,1 Kg,1600,0,0.0000(),1600,1600
Shrimps,171,CO0073,11953,01/13/2021,0.25 Kg,3000,0,0.0000(),3000,750
Titus,161,CO0001,11945,01/13/2021,0.5 Kg,1200,0,0.0000(),1200,600
Panla,162,CO0001,11937,01/13/2021,1 Kg,1000,0,0.0000(),1000,1000
Croaker,165,CO0053,11938,01/13/2021,3 Kg,1300,0,0.0000(),1300,3900
Chicken Orobo,157,CO0656,11936,01/13/2021,0.95 Kg,1600,0,0.0000(),1600,1520
Nigerian Soft chicken,156,CO0724,11919,01/13/2021,6 Kg,1600,0,0.0000(),1600,9600
Goatmeat - Qtr,187,CO0724,11919,01/13/2021,1 Pk(s),6000,0,0.0000(),6000,6000
Old layers,179,CO0001,11920,01/13/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Nigerian Soft chicken,156,CO0005,11921,01/13/2021,2.5 Kg,1600,0,0.0000(),1600,4000
Chicken Orobo,157,CO0656,11922,01/13/2021,0.95 Kg,1600,0,0.0000(),1600,1520
Turkey,160,CO0001,11937,01/13/2021,1 Kg,2000,0,0.0000(),2000,2000
Turkey,160,CO0602,11924,01/13/2021,5 Kg,2000,0,0.0000(),2000,10000
Goatmeat - One-Eight,188,CO0039,11925,01/13/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Argentina,244,CO0042,11926,01/13/2021,1 Kg,1200,0,0.0000(),1200,1200
Old layers,179,CO0001,11927,01/13/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Old layers,179,CO1094,11923,01/13/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Old layers,179,CO0454,11929,01/13/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Turkey,160,CO0176,11928,01/13/2021,5 Kg,2000,0,0.0000(),2000,10000
Egg Half,206,CO0371,11935,01/13/2021,2 1/2,650,0,0.0000(),650,1300
Egg Half,206,CO0690,11934,01/13/2021,2 1/2,650,0,0.0000(),650,1300
Panla,162,CO0690,11934,01/13/2021,3.2 Kg,1000,0,0.0000(),1000,3200
Turkey,160,CO0690,11934,01/13/2021,2 Kg,2000,0,0.0000(),2000,4000
Goatmeat - One-Eight,188,CO0724,11919,01/13/2021,2 Pk(s),3000,0,0.0000(),3000,6000
Chicken - Normal Laps,159,CO0040,11933,01/13/2021,2 Kg,1600,0,0.0000(),1600,3200
Old layers,179,CO0229,11932,01/13/2021,11 Pc(s),2200,0,0.0000(),2200,24200
Old layers,179,CO1185,11931,01/13/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Smoked Oldlayers,205,CO0407,11930,01/13/2021,5 Pc(s),2400,0,0.0000(),2400,12000
Croaker,165,CO0040,11933,01/13/2021,2 Kg,1300,0,0.0000(),1300,2600
Breeder,181,CO0001,11965,01/14/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Sausage,170,CO0001,11964,01/14/2021,1 Pk(s),600,0,0.0000(),600,600
Cow Leg/Kg,231,CO0748,11963,01/14/2021,1 Kg,2000,0,0.0000(),2000,2000
Panla,162,CO0748,11963,01/14/2021,1 Kg,1000,0,0.0000(),1000,1000
Titus,161,CO0748,11963,01/14/2021,1 Kg,1200,0,0.0000(),1200,1200
Turkey,160,CO0748,11963,01/14/2021,0.5 Kg,2000,0,0.0000(),2000,1000
Chicken Orobo,157,CO0748,11963,01/14/2021,1 Kg,1600,0,0.0000(),1600,1600
Chicken - Normal Laps,159,CO0871,11962,01/14/2021,2.5 Kg,1600,0,0.0000(),1600,4000
Croaker,165,CO0104,11961,01/14/2021,2.5 Kg,1300,0,0.0000(),1300,3250
Egg Half,206,CO0039,11960,01/14/2021,2 1/2,650,0,0.0000(),650,1300
Breeder,181,CO0759,11958,01/14/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Nigerian Soft chicken,156,CO0005,11959,01/14/2021,2 Kg,1600,0,0.0000(),1600,3200
Tilapia,163,CO0466,11954,01/14/2021,2 Kg,1500,0,0.0000(),1500,3000
Croaker,165,CO0466,11954,01/14/2021,2 Kg,1300,0,0.0000(),1300,2600
Panla,162,CO0001,11955,01/14/2021,1.5 Kg,1000,0,0.0000(),1000,1500
Panla,162,CO0466,11954,01/14/2021,1 Kg,1000,0,0.0000(),1000,1000
Turkey,160,CO0660,11957,01/14/2021,1.5 Kg,2000,0,0.0000(),2000,3000
Old layers,179,CO0660,11957,01/14/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Turkey,160,CO0759,11958,01/14/2021,1 Kg,2000,0,0.0000(),2000,2000
Nigerian Soft chicken,156,CO0254,11956,01/14/2021,3 Kg,1600,0,0.0000(),1600,4800
Panla,162,CO0948,11984,01/15/2021,2 Kg,1000,0,0.0000(),1000,2000
Sausage,170,CO0018,11979,01/15/2021,2 Pk(s),600,0,0.0000(),600,1200
Shrimps,171,CO0018,11979,01/15/2021,0.5 Kg,3000,0,0.0000(),3000,1500
Turkey,160,CO0001,11980,01/15/2021,0.7 Kg,2000,0,0.0000(),2000,1400
Chicken Orobo,157,CO0140,11981,01/15/2021,2 Kg,1600,0,0.0000(),1600,3200
Tilapia,163,CO0278,11982,01/15/2021,1.6 Kg,1500,0,0.0000(),1500,2400
Croaker,165,CO0278,11982,01/15/2021,1 Kg,1300,0,0.0000(),1300,1300
Chicken Orobo,157,CO0656,11983,01/15/2021,2 Kg,1600,0,0.0000(),1600,3200
Turkey,160,CO0190,11985,01/15/2021,1 Kg,2000,0,0.0000(),2000,2000
Titus,161,CO0718,11988,01/15/2021,1 Kg,1200,0,0.0000(),1200,1200
Turkey,160,CO0871,11986,01/15/2021,5 Kg,2000,0,0.0000(),2000,10000
Old layers,179,CO0122,11987,01/15/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Turkey,160,CO0718,11988,01/15/2021,2 Kg,2000,0,0.0000(),2000,4000
Titus,161,CO0018,11979,01/15/2021,2.25 Kg,1200,0,0.0000(),1200,2700
Croaker,165,CO0718,11988,01/15/2021,1 Kg,1300,0,0.0000(),1300,1300
Egg Half,206,CO0718,11988,01/15/2021,1 1/2,700,0,0.0000(),700,700
Sausage,170,CO0001,11989,01/15/2021,4 Pk(s),600,0,0.0000(),600,2400
Panla,162,CO0718,11990,01/15/2021,2 Kg,1000,0,0.0000(),1000,2000
Breeder,181,CO0001,11991,01/15/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Live Catfish,182,CO0190,11985,01/15/2021,1 Kg,1000,0,0.0000(),1000,1000
Goatmeat - Qtr,187,CO0331,11978,01/15/2021,1 Pk(s),6000,0,0.0000(),6000,6000
Old layers,179,CO0018,11979,01/15/2021,3 Pc(s),2200,0,0.0000(),2200,6600
Titus,161,CO0001,11976,01/15/2021,0.5 Kg,1200,0,0.0000(),1200,600
Shawarma,195,CO0683,11966,01/15/2021,48 Pc(s),1000,0,0.0000(),1000,48000
Goatmeat - Full,185,CO0274,11967,01/15/2021,1 Pk(s),24000,0,0.0000(),24000,24000
Nigerian Soft chicken,156,CO0232,11968,01/15/2021,3 Kg,1600,0,0.0000(),1600,4800
Old layers,179,CO0122,11977,01/15/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Tilapia,163,CO0232,11968,01/15/2021,2 Kg,1500,0,0.0000(),1500,3000
Live Catfish,182,CO0232,11968,01/15/2021,5 Kg,1000,0,0.0000(),1000,5000
Goatmeat - One-Eight,188,CO0232,11968,01/15/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Fresh Water Croaker,214,CO0232,11968,01/15/2021,10 Kg,2500,0,0.0000(),2500,25000
Smoked Oldlayers,205,CO0234,11969,01/15/2021,2 Pc(s),2400,0,0.0000(),2400,4800
Nigerian Soft chicken,156,CO0057,11970,01/15/2021,7 Kg,1600,0,0.0000(),1600,11200
Old layers,179,CO0057,11970,01/15/2021,10 Pc(s),2200,0,0.0000(),2200,22000
Titus,161,CO0232,11968,01/15/2021,2 Kg,1200,0,0.0000(),1200,2400
Nigerian Soft chicken,156,CO0225,11971,01/15/2021,3 Kg,1600,0,0.0000(),1600,4800
Goatmeat - Half,186,CO0057,11970,01/15/2021,1 Pk(s),12000,0,0.0000(),12000,12000
Liver,228,CO0039,11975,01/15/2021,1 Pk(s),1000,0,0.0000(),1000,1000
Live Catfish,182,CO1057,11974,01/15/2021,3.6 Kg,1000,0,0.0000(),1000,3600
Breeder,181,CO1057,11974,01/15/2021,3 Pc(s),6000,0,0.0000(),6000,18000
Saki,230,CO0039,11975,01/15/2021,1 Pk(s),1000,0,0.0000(),1000,1000
Nigerian Soft chicken,156,CO0005,11973,01/15/2021,2 Kg,1600,0,0.0000(),1600,3200
Live Catfish,182,CO0039,11972,01/15/2021,5 Kg,1000,0,0.0000(),1000,5000
Egg,176,CO0225,11971,01/15/2021,2 Crt,1400,0,0.0000(),1400,2800
Titus,161,CO0225,11971,01/15/2021,2 Kg,1200,0,0.0000(),1200,2400
Turkey,160,CO1057,11974,01/15/2021,2 Kg,2000,0,0.0000(),2000,4000
Turkey,160,CO0039,12006,01/16/2021,5 Kg,2000,0,0.0000(),2000,10000
Turkey,160,CO0001,12007,01/16/2021,2 Kg,2000,0,0.0000(),2000,4000
Sausage,170,CO0001,12008,01/16/2021,1 Pk(s),600,0,0.0000(),600,600
Shrimps,171,CO0673,12009,01/16/2021,0.5 Kg,3000,0,0.0000(),3000,1500
Old layers,179,CO0673,12009,01/16/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Old layers,179,CO0074,12010,01/16/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Old layers,179,CO0001,12011,01/16/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Croaker,165,CO0005,12012,01/16/2021,2 Kg,1300,0,0.0000(),1300,2600
Titus,161,CO0001,12014,01/16/2021,0.5 Kg,1200,0,0.0000(),1200,600
Sausage,170,CO0001,12015,01/16/2021,2 Pk(s),600,0,0.0000(),600,1200
Sausage,170,CO0001,12016,01/16/2021,1 Pk(s),600,0,0.0000(),600,600
Titus,161,CO0001,12017,01/16/2021,1.5 Kg,1200,0,0.0000(),1200,1800
Nigerian Soft chicken,156,CO0001,12018,01/16/2021,1 Kg,1600,0,0.0000(),1600,1600
Nigerian Soft chicken,156,CO0005,12019,01/16/2021,2.5 Kg,1600,0,0.0000(),1600,4000
Argentina,244,CO0001,12020,01/16/2021,1 Kg,1200,0,0.0000(),1200,1200
Shrimps,171,CO0238,12005,01/16/2021,1 Kg,3000,0,0.0000(),3000,3000
Egg Half,206,CO0493,12013,01/16/2021,1 1/2,700,0,0.0000(),700,700
Titus,161,CO0238,12005,01/16/2021,1 Kg,1200,0,0.0000(),1200,1200
Turkey,160,CO0602,11994,01/16/2021,1 Kg,2000,0,0.0000(),2000,2000
Titus,161,CO1012,12004,01/16/2021,1.1 Kg,1200,0,0.0000(),1200,1320
Sausage,170,CO0039,11992,01/16/2021,1 Pk(s),600,0,0.0000(),600,600
Turkey,160,CO0238,12005,01/16/2021,2 Kg,2000,0,0.0000(),2000,4000
Egg,176,CO0039,11992,01/16/2021,1 Crt,1400,0,0.0000(),1400,1400
Chicken Wings,158,CO0001,11993,01/16/2021,1 Kg,1800,0,0.0000(),1800,1800
Nigerian Soft chicken,156,CO0602,11994,01/16/2021,1 Kg,1600,0,0.0000(),1600,1600
Chicken Gizzard,174,CO0066,11995,01/16/2021,2 Kg,1800,0,0.0000(),1800,3600
Turkey,160,CO0001,11996,01/16/2021,5 Kg,2000,0,0.0000(),2000,10000
Live Catfish,182,CO0001,11997,01/16/2021,1 Kg,1000,0,0.0000(),1000,1000
Goatmeat - One-Eight,188,CO0001,11993,01/16/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Nigerian Soft chicken,156,CO0005,11999,01/16/2021,1 Kg,1600,0,0.0000(),1600,1600
Croaker,165,CO0005,11999,01/16/2021,2 Kg,1300,0,0.0000(),1300,2600
Old layers,179,CO0326,12000,01/16/2021,3 Pc(s),2200,0,0.0000(),2200,6600
Egg Half,206,CO0326,12000,01/16/2021,2 1/2,700,0,0.0000(),700,1400
Chicken Gizzard,174,CO0219,12001,01/16/2021,2 Kg,1800,0,0.0000(),1800,3600
Breeder,181,CO0219,12001,01/16/2021,2 Pc(s),6000,0,0.0000(),6000,12000
Croaker,165,CO0536,11998,01/16/2021,2 Kg,1300,0,0.0000(),1300,2600
Chicken Gizzard,174,CO0143,12002,01/16/2021,1 Kg,1800,0,0.0000(),1800,1800
Old layers,179,CO0451,12003,01/16/2021,4 Pc(s),2200,0,0.0000(),2200,8800
Chicken Orobo,157,CO0493,12030,01/17/2021,1 Kg,1600,0,0.0000(),1600,1600
Chicken - Normal Laps,159,CO0493,12030,01/17/2021,2 Kg,1600,0,0.0000(),1600,3200
Turkey,160,CO0493,12030,01/17/2021,1 Kg,2000,0,0.0000(),2000,2000
Titus,161,CO0493,12030,01/17/2021,1.6 Kg,1200,0,0.0000(),1200,1920
Palm oil - 2.5 Ltrs,178,CO0493,12030,01/17/2021,1 Keg,2000,0,0.0000(),2000,2000
Ponmo,175,CO0493,12030,01/17/2021,2 Pk(s),500,0,0.0000(),500,1000
Egg Half,206,CO0493,12030,01/17/2021,1 1/2,700,0,0.0000(),700,700
Titus,161,CO0238,12031,01/17/2021,0.5 Kg,1200,0,0.0000(),1200,600
Turkey,160,CO0005,12029,01/17/2021,0.4 Kg,2000,0,0.0000(),2000,800
Sausage,170,CO0493,12030,01/17/2021,1 Pk(s),600,0,0.0000(),600,600
Nigerian Soft chicken,156,CO0005,12029,01/17/2021,3 Kg,1600,0,0.0000(),1600,4800
Chicken Orobo,157,CO0656,12023,01/17/2021,0.8 Kg,1600,0,0.0000(),1600,1280
Sausage,170,CO0672,12028,01/17/2021,1 Pk(s),600,0,0.0000(),600,600
Turkey,160,CO0672,12028,01/17/2021,1.45 Kg,2000,0,0.0000(),2000,2900
Chicken Wings,158,CO0001,12027,01/17/2021,2.5 Kg,1800,0,0.0000(),1800,4500
Titus,161,CO0073,12026,01/17/2021,1.3 Kg,1200,0,0.0000(),1200,1560
Sausage,170,CO0001,12025,01/17/2021,1 Pk(s),600,0,0.0000(),600,600
Sausage,170,CO0001,12024,01/17/2021,1 Pk(s),600,0,0.0000(),600,600
Titus,161,CO0001,12024,01/17/2021,1 Kg,1200,0,0.0000(),1200,1200
Egg Half,206,CO0526,12022,01/17/2021,1 1/2,700,0,0.0000(),700,700
Old layers,179,CO0526,12022,01/17/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Tilapia,163,CO0526,12022,01/17/2021,1.75 Kg,1500,0,0.0000(),1500,2625
Old layers,179,CO0001,12021,01/17/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Saki,230,CO0672,12028,01/17/2021,1 Pk(s),1000,0,0.0000(),1000,1000
Old layers,179,CO1186,12032,01/17/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Shrimps,171,CO0238,12031,01/17/2021,0.5 Kg,3000,0,0.0000(),3000,1500
Nigerian Soft chicken,156,CO0353,12034,01/17/2021,1 Kg,1600,0,0.0000(),1600,1600
Nigerian Soft chicken,156,CO0183,12033,01/17/2021,3 Kg,1600,0,0.0000(),1600,4800
Sausage,170,CO0001,12043,01/17/2021,3 Pk(s),600,0,0.0000(),600,1800
Egg Half,206,CO1135,12042,01/17/2021,1 1/2,700,0,0.0000(),700,700
Chicken Orobo,157,CO1135,12042,01/17/2021,1 Kg,1600,0,0.0000(),1600,1600
Grilling Only,237,CO0683,12041,01/17/2021,1 Pc(s),1000,0,0.0000(),1000,1000
Barbeque Chicken,198,CO0683,12041,01/17/2021,12 Pc(s),1000,0,0.0000(),1000,12000
Barbeque Croaker,197,CO0683,12041,01/17/2021,1 Pc(s),2500,0,0.0000(),2500,2500
Egg,176,CO1135,12042,01/17/2021,1 Crt,1400,0,0.0000(),1400,1400
Shawarma,195,CO0683,12040,01/17/2021,16 Pc(s),1000,0,0.0000(),1000,16000
Turkey,160,CO0478,12039,01/17/2021,2.5 Kg,2000,0,0.0000(),2000,5000
Nigerian Soft chicken,156,CO0478,12039,01/17/2021,2.1 Kg,1600,0,0.0000(),1600,3360
Cow Beef/Kg,232,CO0073,12038,01/17/2021,1 Kg,2500,0,0.0000(),2500,2500
Titus,161,CO0095,12037,01/17/2021,1.1 Kg,1200,0,0.0000(),1200,1320
Nigerian Soft chicken,156,CO0493,12036,01/17/2021,1 Kg,1600,0,0.0000(),1600,1600
Smoked Oldlayers,205,CO0234,12035,01/17/2021,4 Pc(s),2400,0,0.0000(),2400,9600
Asun,196,CO0683,12041,01/17/2021,58 Pk(s),500,0,0.0000(),500,29000
Liver,228,CO0039,12055,01/18/2021,1 Pk(s),1000,0,0.0000(),1000,1000
Saki,230,CO0039,12055,01/18/2021,1 Pk(s),1000,0,0.0000(),1000,1000
Chicken Orobo,157,CO0179,12056,01/18/2021,1 Kg,1600,0,0.0000(),1600,1600
Panla,162,CO0963,12057,01/18/2021,3.5 Kg,1000,0,0.0000(),1000,3500
Old layers,179,CO0001,12060,01/18/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Nigerian Soft chicken,156,CO0602,12059,01/18/2021,2 Kg,1600,0,0.0000(),1600,3200
Turkey,160,CO0602,12059,01/18/2021,1 Kg,2000,0,0.0000(),2000,2000
Sausage,170,CO0001,12061,01/18/2021,1 Pk(s),600,0,0.0000(),600,600
Smoked Oldlayers,205,CO0039,12054,01/18/2021,2 Pc(s),2400,0,0.0000(),2400,4800
Chicken Orobo,157,CO0234,12058,01/18/2021,4 Kg,1600,0,0.0000(),1600,6400
Titus,161,CO0039,12054,01/18/2021,1.18 Kg,1200,0,0.0000(),1200,1416
Turkey,160,CO0739,12049,01/18/2021,10 Kg,2000,0,0.0000(),2000,20000
Titus,161,CO0001,12052,01/18/2021,2 Kg,1200,0,0.0000(),1200,2400
Chicken - Normal Laps,159,CO1127,12044,01/18/2021,2.5 Kg,1600,0,0.0000(),1600,4000
Turkey,160,CO0001,12053,01/18/2021,0.5 Kg,2000,0,0.0000(),2000,1000
Titus,161,CO0001,12046,01/18/2021,0.5 Kg,1200,0,0.0000(),1200,600
Titus,161,CO0001,12047,01/18/2021,1.45 Kg,1200,0,0.0000(),1200,1740
Chicken - Normal Laps,159,CO0277,12048,01/18/2021,2.5 Kg,1600,0,0.0000(),1600,4000
Old layers,179,CO1154,12045,01/18/2021,3 Pc(s),2200,0,0.0000(),2200,6600
Panla,162,CO0739,12049,01/18/2021,5 Kg,1000,0,0.0000(),1000,5000
Shrimps,171,CO0739,12049,01/18/2021,1 Kg,3000,0,0.0000(),3000,3000
Shrimps,171,CO0001,12050,01/18/2021,0.25 Kg,3000,0,0.0000(),3000,750
Egg Half,206,CO0001,12051,01/18/2021,2 1/2,700,0,0.0000(),700,1400
Titus,161,CO0739,12049,01/18/2021,5 Kg,1200,0,0.0000(),1200,6000
Turkey,160,CO0013,12079,01/19/2021,5 Kg,2000,0,0.0000(),2000,10000
Ponmo,175,CO0039,12074,01/19/2021,1 Pk(s),500,0,0.0000(),500,500
Panla,162,CO0125,12075,01/19/2021,3 Kg,1000,0,0.0000(),1000,3000
Nigerian Soft chicken,156,CO0005,12076,01/19/2021,2.9 Kg,1550,0,0.0000(),1550,4495
Nigerian Soft chicken,156,CO0374,12077,01/19/2021,1 Kg,1550,0,0.0000(),1550,1550
Chicken Gizzard,174,CO1005,12078,01/19/2021,2 Kg,1800,0,0.0000(),1800,3600
Egg,176,CO1005,12078,01/19/2021,1 Crt,1400,0,0.0000(),1400,1400
Nigerian Soft chicken,156,CO0945,12080,01/19/2021,2.1 Kg,1550,0,0.0000(),1550,3255
Sausage,170,CO0001,12084,01/19/2021,1 Pk(s),600,0,0.0000(),600,600
Old layers,179,CO0074,12081,01/19/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Chicken Orobo,157,CO0361,12082,01/19/2021,1.5 Kg,1550,0,0.0000(),1550,2325
Chicken Orobo,157,CO0656,12083,01/19/2021,0.75 Kg,1550,0,0.0000(),1550,1162.5
Panla,162,CO0001,12084,01/19/2021,1 Kg,1000,0,0.0000(),1000,1000
Chicken Gizzard,174,CO0039,12074,01/19/2021,1 Kg,1800,0,0.0000(),1800,1800
Sausage,170,CO0001,12085,01/19/2021,1 Pk(s),600,0,0.0000(),600,600
Shrimps,171,CO0001,12085,01/19/2021,0.25 Kg,3000,0,0.0000(),3000,750
Croaker,165,CO0005,12086,01/19/2021,1 Kg,1300,0,0.0000(),1300,1300
Turkey,160,CO0945,12080,01/19/2021,1 Kg,2000,0,0.0000(),2000,2000
Goatmeat - One-Eight,188,CO0547,12073,01/19/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Titus,161,CO0374,12077,01/19/2021,1.5 Kg,1200,0,0.0000(),1200,1800
Titus,161,CO0547,12073,01/19/2021,1 Kg,1200,0,0.0000(),1200,1200
Palm oil - 2.5 Ltrs,178,CO0547,12073,01/19/2021,1 Keg,2000,0,0.0000(),2000,2000
Smoked Catfish,183,CO1188,12062,01/19/2021,5 Pk(s),1500,0,0.0000(),1500,7500
Shawarma,195,CO0683,12063,01/19/2021,5 Pc(s),1000,0,0.0000(),1000,5000
Asun,196,CO0683,12064,01/19/2021,58 Pk(s),500,0,0.0000(),500,29000
Barbeque Croaker,197,CO0683,12064,01/19/2021,1 Pc(s),2500,0,0.0000(),2500,2500
Barbeque Chicken,198,CO0683,12064,01/19/2021,4 Pc(s),1000,0,0.0000(),1000,4000
Egg,176,CO0360,12066,01/19/2021,1 Crt,1400,0,0.0000(),1400,1400
Nigerian Soft chicken,156,CO0250,12067,01/19/2021,2 Kg,1600,0,0.0000(),1600,3200
Croaker,165,CO0250,12067,01/19/2021,3 Kg,1300,0,0.0000(),1300,3900
Goatmeat - One-Eight,188,CO0250,12067,01/19/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Chicken Orobo,157,CO0001,12065,01/19/2021,0.5 Kg,1600,0,0.0000(),1600,800
Nigerian Soft chicken,156,CO0463,12069,01/19/2021,2.2 Kg,1600,0,0.0000(),1600,3520
Chicken Gizzard,174,CO0840,12068,01/19/2021,1 Kg,1800,0,0.0000(),1800,1800
Chicken Orobo,157,CO0656,12072,01/19/2021,1 Kg,1550,0,0.0000(),1550,1550
Shrimps,171,CO0001,12071,01/19/2021,0.5 Kg,3000,0,0.0000(),3000,1500
Turkey,160,CO0314,12070,01/19/2021,2 Kg,2000,0,0.0000(),2000,4000
Chicken Orobo,157,CO0547,12073,01/19/2021,3.5 Kg,1550,0,0.0000(),1550,5425
Sausage,170,CO0463,12069,01/19/2021,1 Pk(s),600,0,0.0000(),600,600
Turkey,160,CO0463,12069,01/19/2021,0.5 Kg,2000,0,0.0000(),2000,1000
Chicken - Normal Laps,159,CO0463,12069,01/19/2021,2 Kg,1600,0,0.0000(),1600,3200
Turkey,160,CO0001,12106,01/20/2021,1 Kg,2000,0,0.0000(),2000,2000
Palm oil - 2.5 Ltrs,178,CO1189,12101,01/20/2021,1 Keg,2000,0,0.0000(),2000,2000
Goatmeat - One-Eight,188,CO1189,12101,01/20/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Smoked Oldlayers,205,CO1037,12102,01/20/2021,1 Pc(s),2400,0,0.0000(),2400,2400
Croaker,165,CO0005,12103,01/20/2021,0.7 Kg,1300,0,0.0000(),1300,910
Chicken - Normal Laps,159,CO0742,12104,01/20/2021,2 Kg,1600,0,0.0000(),1600,3200
