Product,SKU,Contact ID,Invoice No.,Date,Quantity,Unit Price,Discount,Tax,Price inc. tax,Total
Panla,162,CO0478,23341,03/09/2022,0.7 Kg,1450,0,0.0000(),1450,1015
Titus,161,CO0478,23341,03/09/2022,0.6 Kg,1850,0,0.0000(),1850,1110
Panla,162,CO1064,23335,03/09/2022,2.6 Kg,1450,0,0.0000(),1450,3770
Sausage,170,CO0047,23343,03/09/2022,1 Pk(s),600,0,0.0000(),600,600
Sausage,170,CO0001,23340,03/09/2022,1 Pk(s),600,0,0.0000(),600,600
Smoked Oldlayers,205,CO1220,23334,03/09/2022,2 Pc(s),4000,0,0.0000(),4000,8000
Kings Oil 1litre,KOL,CO0357,23331,03/09/2022,1 Ltr,1600,0,0.0000(),1600,1600
Titus,161,CO1506,23333,03/09/2022,0.5 Kg,1850,0,0.0000(),1850,925
Shrimps,171,CO1506,23333,03/09/2022,0.25 Kg,6000,0,0.0000(),6000,1500
Croaker,165,CO0357,23332,03/09/2022,1.5 Kg,1750,0,0.0000(),1750,2625
Titus,161,CO0357,23331,03/09/2022,2 Kg,1850,0,0.0000(),1850,3700
Old layers,179,CO0057,23330,03/09/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Chicken Orobo,157,CO0001,23329,03/09/2022,1.5 Kg,1900,0,0.0000(),1900,2850
Tilapia,163,CO0951,23328,03/09/2022,2.5 Kg,1700,0,0.0000(),1700,4250
Nigerian Soft chicken,156,CO0001,23327,03/09/2022,5 Kg,1900,0,0.0000(),1900,9500
Chicken Orobo,157,CO0039,23326,03/09/2022,0.7 Kg,1900,0,0.0000(),1900,1330
Nigerian Soft chicken,156,CO1505,23325,03/09/2022,1 Kg,1900,0,0.0000(),1900,1900
Chicken Orobo,157,CO1505,23325,03/09/2022,0.9 Kg,1900,0,0.0000(),1900,1710
Chicken Orobo,157,CO0048,23324,03/09/2022,0.8 Kg,1900,0,0.0000(),1900,1520
Breeder,181,CO0454,23323,03/09/2022,1 Pc(s),9000,0,0.0000(),9000,9000
Nigerian Soft chicken,156,CO1506,23333,03/09/2022,1 Kg,1900,0,0.0000(),1900,1900
Croaker,165,CO0001,23322,03/09/2022,1.2 Kg,1750,0,0.0000(),1750,2100
Smoked Catfish,183,CO1504,23321,03/09/2022,2 Pk(s),2000,0,0.0000(),2000,4000
Croaker,165,CO0748,23364,03/10/2022,2 Kg,1750,0,0.0000(),1750,3500
Nigerian Soft chicken,156,CO0577,23359,03/10/2022,3 Kg,1900,0,0.0000(),1900,5700
Croaker,165,CO0023,23360,03/10/2022,2.4 Kg,1750,0,0.0000(),1750,4200
Nigerian Soft chicken,156,CO0023,23360,03/10/2022,1.35 Kg,1900,0,0.0000(),1900,2565
Old layers,179,CO0042,23361,03/10/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Egg,176,CO0042,23361,03/10/2022,1 Crt,2100,0,0.0000(),2100,2100
Chicken Orobo,157,CO0001,23362,03/10/2022,1 Kg,1900,0,0.0000(),1900,1900
Croaker,165,CO0666,23363,03/10/2022,2.3 Kg,1750,0,0.0000(),1750,4025
Ponmo,175,CO0882,23365,03/10/2022,1 Pk(s),1000,0,0.0000(),1000,1000
Egg,176,CO0537,23366,03/10/2022,1 Crt,2100,0,0.0000(),2100,2100
Turkey Gizzard,173,CO0537,23366,03/10/2022,5 Kg,2900,0,0.0000(),2900,14500
Sausage,170,CO0537,23366,03/10/2022,5 Pk(s),600,0,0.0000(),600,3000
Croaker,165,CO0537,23366,03/10/2022,1 Kg,1750,0,0.0000(),1750,1750
Croaker,165,CO0577,23359,03/10/2022,0.8 Kg,1750,0,0.0000(),1750,1400
Nigerian Soft chicken,156,CO0537,23366,03/10/2022,5 Kg,1900,0,0.0000(),1900,9500
Chicken - Normal Laps,159,CO1064,23367,03/10/2022,0.6 Kg,2150,0,0.0000(),2150,1290
Turkey,160,CO1298,23368,03/10/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Panla,162,CO0066,23369,03/10/2022,2 Kg,1450,0,0.0000(),1450,2900
Croaker,165,CO0035,23370,03/10/2022,1.8 Kg,1750,0,0.0000(),1750,3150
Panla,162,CO0948,23371,03/10/2022,3.75 Kg,1450,0,0.0000(),1450,5437.5
Sausage,170,CO0074,23372,03/10/2022,1 Pk(s),600,0,0.0000(),600,600
Shrimps,171,CO0035,23373,03/10/2022,0.5 Kg,6000,0,0.0000(),6000,3000
Nigerian Soft chicken,156,CO0001,23374,03/10/2022,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO0656,23375,03/10/2022,1 Kg,2800,0,0.0000(),2800,2800
Croaker,165,CO0478,23376,03/10/2022,0.85 Kg,1750,0,0.0000(),1750,1487.5
Panla,162,CO0478,23376,03/10/2022,1 Kg,1450,0,0.0000(),1450,1450
Chicken Orobo,157,CO0656,23377,03/10/2022,1.2 Kg,1900,0,0.0000(),1900,2280
Ponmo,175,CO1064,23367,03/10/2022,1 Pk(s),1000,0,0.0000(),1000,1000
Chicken Orobo,157,CO0656,23358,03/10/2022,2.5 Kg,1900,0,0.0000(),1900,4750
Ponmo,175,CO0577,23359,03/10/2022,1 Pk(s),1000,0,0.0000(),1000,1000
Croaker,165,CO0656,23358,03/10/2022,1.1 Kg,1750,0,0.0000(),1750,1925
Sausage,170,CO0428,23344,03/10/2022,1 Pk(s),600,0,0.0000(),600,600
Egg,176,CO0671,23345,03/10/2022,2 Crt,2100,0,0.0000(),2100,4200
Turkey,160,CO0671,23345,03/10/2022,1.5 Kg,2800,0,0.0000(),2800,4200
Turkey,160,CO0656,23358,03/10/2022,1 Kg,2800,0,0.0000(),2800,2800
Chicken Orobo,157,CO0535,23346,03/10/2022,2.1 Kg,1900,0,0.0000(),1900,3990
Turkey,160,CO1416,23347,03/10/2022,2 Kg,2800,0,0.0000(),2800,5600
Old layers,179,CO0127,23348,03/10/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Nigerian Soft chicken,156,CO1504,23349,03/10/2022,10 Kg,1900,0,0.0000(),1900,19000
Smoked Oldlayers,205,CO1176,23350,03/10/2022,1 Pc(s),4000,0,0.0000(),4000,4000
Turkey,160,CO0535,23346,03/10/2022,1.8 Kg,2800,0,0.0000(),2800,5040
Chicken Gizzard,174,CO0602,23351,03/10/2022,2 Kg,1900,0,0.0000(),1900,3800
Sausage,170,CO0008,23352,03/10/2022,1 Pk(s),600,0,0.0000(),600,600
Titus,161,CO0351,23353,03/10/2022,2 Kg,1850,0,0.0000(),1850,3700
Sausage,170,CO0653,23354,03/10/2022,3 Pk(s),600,0,0.0000(),600,1800
Nigerian Soft chicken,156,CO0703,23355,03/10/2022,1.5 Kg,1900,0,0.0000(),1900,2850
Smoked Oldlayers,205,CO1448,23356,03/10/2022,1 Pc(s),4000,0,0.0000(),4000,4000
Panla,162,CO1448,23356,03/10/2022,1.2 Kg,1450,0,0.0000(),1450,1740
Nigerian Soft chicken,156,CO1448,23357,03/10/2022,1.5 Kg,1900,0,0.0000(),1900,2850
Kote,164,CO0094,23406,03/11/2022,10 Kg,1400,0,0.0000(),1400,14000
Nigerian Soft chicken,156,CO0602,23405,03/11/2022,5 Kg,1900,0,0.0000(),1900,9500
Nigerian Soft chicken,156,CO1508,23395,03/11/2022,1.5 Kg,1900,0,0.0000(),1900,2850
Turkey,160,CO0001,23396,03/11/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Tilapia,163,CO0039,23397,03/11/2022,2.5 Kg,1700,0,0.0000(),1700,4250
Old layers,179,CO0001,23398,03/11/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Tilapia,163,CO0001,23401,03/11/2022,2.1 Kg,1700,0,0.0000(),1700,3570
Chicken - Normal Laps,159,CO0001,23399,03/11/2022,0.5 Kg,2150,0,0.0000(),2150,1075
Old layers,179,CO0829,23400,03/11/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Turkey,160,CO0001,23404,03/11/2022,0.8 Kg,2800,0,0.0000(),2800,2240
Chicken Orobo,157,CO0758,23402,03/11/2022,1 Kg,1900,0,0.0000(),1900,1900
Panla,162,CO0001,23403,03/11/2022,1.1 Kg,1450,0,0.0000(),1450,1595
Chicken Orobo,157,CO0094,23406,03/11/2022,10 Kg,1900,0,0.0000(),1900,19000
Turkey,160,CO0001,23399,03/11/2022,1 Kg,2800,0,0.0000(),2800,2800
Kings Oil 2litres,KO2,CO1503,23407,03/11/2022,1 Ltr,3200,0,0.0000(),3200,3200
Turkey,160,CO0602,23405,03/11/2022,10 Kg,2800,0,0.0000(),2800,28000
Chicken Gizzard,174,CO0813,23408,03/11/2022,1 Kg,1900,0,0.0000(),1900,1900
Nigerian Soft chicken,156,CO0813,23408,03/11/2022,5 Kg,1900,0,0.0000(),1900,9500
Nigerian Soft chicken,156,CO0016,23409,03/11/2022,1.3 Kg,1900,0,0.0000(),1900,2470
Turkey,160,CO0001,23394,03/11/2022,1 Kg,2800,0,0.0000(),2800,2800
Nigerian Soft chicken,156,CO0001,23410,03/11/2022,1 Kg,1900,0,0.0000(),1900,1900
Palm oil - 2.5 Ltrs,178,CO0870,23411,03/11/2022,1 Keg,2500,0,0.0000(),2500,2500
Turkey,160,CO0870,23411,03/11/2022,0.9 Kg,2800,0,0.0000(),2800,2520
Sausage,170,CO0001,23412,03/11/2022,1 Pk(s),600,0,0.0000(),600,600
Nigerian Soft chicken,156,CO0001,23412,03/11/2022,2.2 Kg,1900,0,0.0000(),1900,4180
Croaker,165,CO0478,23413,03/11/2022,1 Kg,1750,0,0.0000(),1750,1750
Turkey,160,CO0478,23413,03/11/2022,1 Kg,2800,0,0.0000(),2800,2800
Nigerian Soft chicken,156,CO0478,23413,03/11/2022,1 Kg,1900,0,0.0000(),1900,1900
Sausage,170,CO0001,23414,03/11/2022,1 Pk(s),600,0,0.0000(),600,600
Chicken Orobo,157,CO0001,23415,03/11/2022,1 Kg,1900,0,0.0000(),1900,1900
Chicken Orobo,157,CO1503,23407,03/11/2022,1.9 Kg,1900,0,0.0000(),1900,3610
Chicken Orobo,157,CO0299,23393,03/11/2022,1.2 Kg,1900,0,0.0000(),1900,2280
Panla,162,CO0621,23383,03/11/2022,1.2 Kg,1450,0,0.0000(),1450,1740
Smoked Catfish,183,CO1376,23391,03/11/2022,30 Pk(s),2000,0,0.0000(),2000,60000
Old layers,179,CO0074,23392,03/11/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Old layers,179,CO0001,23378,03/11/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Egg Half,206,CO1507,23379,03/11/2022,2 1/2,1050,0,0.0000(),1050,2100
Goatmeat - One-Eight,188,CO0262,23380,03/11/2022,1 Pk(s),3500,0,0.0000(),3500,3500
Chicken Orobo,157,CO1155,23381,03/11/2022,1.1 Kg,1900,0,0.0000(),1900,2090
Chicken Gizzard,174,CO0466,23382,03/11/2022,1 Kg,1900,0,0.0000(),1900,1900
Croaker,165,CO0466,23382,03/11/2022,1 Kg,1750,0,0.0000(),1750,1750
Titus,161,CO0466,23382,03/11/2022,2 Kg,1850,0,0.0000(),1850,3700
Turkey,160,CO0466,23382,03/11/2022,2 Kg,2800,0,0.0000(),2800,5600
Nigerian Soft chicken,156,CO0262,23380,03/11/2022,1.1 Kg,1900,0,0.0000(),1900,2090
Turkey,160,CO0667,23388,03/11/2022,1 Kg,2800,0,0.0000(),2800,2800
Smoked Catfish,183,CO0622,23384,03/11/2022,6 Pk(s),2000,0,0.0000(),2000,12000
Smoked Oldlayers,205,CO0835,23390,03/11/2022,2 Pc(s),4000,0,0.0000(),4000,8000
Tilapia,163,CO0001,23389,03/11/2022,0.61 Kg,1700,0,0.0000(),1700,1037
Palm oil - 5 Ltrs,200,CO0667,23388,03/11/2022,1 Keg,5000,0,0.0000(),5000,5000
Turkey,160,CO0835,23390,03/11/2022,3 Kg,2800,0,0.0000(),2800,8400
Ponmo,175,CO0001,23387,03/11/2022,1 Pk(s),1000,0,0.0000(),1000,1000
Chicken Wings,158,CO0001,23386,03/11/2022,0.5 Kg,2200,0,0.0000(),2200,1100
Kote,164,CO0835,23385,03/11/2022,2 Kg,1400,0,0.0000(),1400,2800
Egg Half,206,CO0667,23388,03/11/2022,1 1/2,1050,0,0.0000(),1050,1050
Breeder,181,CO0382,23444,03/12/2022,4 Pc(s),9000,0,0.0000(),9000,36000
Kote,164,CO0859,23441,03/12/2022,1.5 Kg,1400,0,0.0000(),1400,2100
Tilapia,163,CO0382,23444,03/12/2022,3 Kg,1700,0,0.0000(),1700,5100
Titus,161,CO0094,23443,03/12/2022,3 Kg,1850,0,0.0000(),1850,5550
Breeder,181,CO0170,23442,03/12/2022,1 Pc(s),9000,0,0.0000(),9000,9000
Nigerian Soft chicken,156,CO0859,23441,03/12/2022,5.1 Kg,1900,0,0.0000(),1900,9690
Titus,161,CO0859,23441,03/12/2022,1 Kg,1850,0,0.0000(),1850,1850
Shrimps,171,CO0478,23438,03/12/2022,0.25 Kg,6000,0,0.0000(),6000,1500
Croaker,165,CO0969,23439,03/12/2022,2 Kg,1750,0,0.0000(),1750,3500
Old layers,179,CO0859,23441,03/12/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Kote,164,CO0001,23440,03/12/2022,0.65 Kg,1400,0,0.0000(),1400,910
Old layers,179,CO0969,23439,03/12/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Nigerian Soft chicken,156,CO0478,23438,03/12/2022,2 Kg,1900,0,0.0000(),1900,3800
Nigerian Soft chicken,156,CO1462,23445,03/12/2022,5 Kg,1900,0,0.0000(),1900,9500
Croaker,165,CO0478,23438,03/12/2022,1.8 Kg,1750,0,0.0000(),1750,3150
Croaker,165,CO0859,23441,03/12/2022,2.1 Kg,1750,0,0.0000(),1750,3675
Nigerian Soft chicken,156,CO0136,23446,03/12/2022,0.5 Kg,1900,0,0.0000(),1900,950
Sausage,170,CO0656,23455,03/12/2022,2 Pk(s),600,0,0.0000(),600,1200
Nigerian Soft chicken,156,CO0001,23448,03/12/2022,1.5 Kg,1900,0,0.0000(),1900,2850
Nigerian Soft chicken,156,CO0001,23436,03/12/2022,2 Kg,1900,0,0.0000(),1900,3800
Old layers,179,CO1226,23450,03/12/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Palm oil - 2.5 Ltrs,178,CO1226,23450,03/12/2022,1 Keg,2500,0,0.0000(),2500,2500
Croaker,165,CO1226,23450,03/12/2022,1.8 Kg,1750,0,0.0000(),1750,3150
Breeder,181,CO0001,23451,03/12/2022,1 Pc(s),9000,0,0.0000(),9000,9000
Old layers,179,CO1260,23452,03/12/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Old layers,179,CO0001,23453,03/12/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Sausage,170,CO0001,23454,03/12/2022,1 Pk(s),600,0,0.0000(),600,600
Chicken Orobo,157,CO0656,23455,03/12/2022,2.5 Kg,2000,0,0.0000(),2000,5000
Panla,162,CO1511,23456,03/12/2022,1.8 Kg,1450,0,0.0000(),1450,2610
Old layers,179,CO0091,23457,03/12/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Chicken Orobo,157,CO0246,23449,03/12/2022,0.45 Kg,1900,0,0.0000(),1900,855
Tilapia,163,CO0246,23449,03/12/2022,0.9 Kg,1700,0,0.0000(),1700,1530
Kote,164,CO0246,23449,03/12/2022,0.9 Kg,1400,0,0.0000(),1400,1260
Old layers,179,CO0246,23449,03/12/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Nigerian Soft chicken,156,CO0615,23447,03/12/2022,5 Kg,1900,0,0.0000(),1900,9500
Turkey,160,CO0001,23436,03/12/2022,4 Kg,2800,0,0.0000(),2800,11200
Kote,164,CO0155,23437,03/12/2022,2.8 Kg,1400,0,0.0000(),1400,3920
Nigerian Soft chicken,156,CO0001,23434,03/12/2022,3 Kg,1900,0,0.0000(),1900,5700
Turkey,160,CO0001,23435,03/12/2022,1 Kg,2800,0,0.0000(),2800,2800
Nigerian Soft chicken,156,CO0901,23416,03/12/2022,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO0001,23417,03/12/2022,0.8 Kg,2800,0,0.0000(),2800,2240
Shrimps,171,CO0001,23418,03/12/2022,0.25 Kg,6000,0,0.0000(),6000,1500
Turkey,160,CO0050,23419,03/12/2022,1.9 Kg,2800,0,0.0000(),2800,5320
Turkey,160,CO1509,23420,03/12/2022,1 Kg,2800,0,0.0000(),2800,2800
Old layers,179,CO0616,23421,03/12/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Chicken Orobo,157,CO0209,23423,03/12/2022,5 Kg,1900,0,0.0000(),1900,9500
Nigerian Soft chicken,156,CO1440,23424,03/12/2022,5 Kg,1900,0,0.0000(),1900,9500
Turkey,160,CO0930,23425,03/12/2022,1 Kg,2800,0,0.0000(),2800,2800
Turkey,160,CO1510,23426,03/12/2022,10 Kg,2800,0,0.0000(),2800,28000
Ponmo,175,CO0473,23427,03/12/2022,1 Pk(s),1000,0,0.0000(),1000,1000
Smoked Oldlayers,205,CO0234,23422,03/12/2022,2 Pc(s),4000,0,0.0000(),4000,8000
Chicken Orobo,157,CO0473,23427,03/12/2022,1.2 Kg,1900,0,0.0000(),1900,2280
Chicken Gizzard,174,CO0174,23428,03/12/2022,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO0174,23428,03/12/2022,2 Kg,2800,0,0.0000(),2800,5600
Turkey,160,CO0001,23429,03/12/2022,1 Kg,2800,0,0.0000(),2800,2800
Turkey,160,CO0175,23430,03/12/2022,5 Kg,2800,0,0.0000(),2800,14000
Turkey,160,CO0001,23431,03/12/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Chicken - Normal Laps,159,CO1058,23432,03/12/2022,1.1 Kg,2150,0,0.0000(),2150,2365
Turkey Gizzard,173,CO0288,23433,03/12/2022,1 Kg,2900,0,0.0000(),2900,2900
Chicken Orobo,157,CO0288,23433,03/12/2022,1.1 Kg,1900,0,0.0000(),1900,2090
Turkey,160,CO0001,23434,03/12/2022,2 Kg,2800,0,0.0000(),2800,5600
Chicken Gizzard,174,CO0473,23427,03/12/2022,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO1475,23476,03/13/2022,5 Kg,2800,0,0.0000(),2800,14000
Nigerian Soft chicken,156,CO0713,23475,03/13/2022,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO0001,23474,03/13/2022,1 Kg,2800,0,0.0000(),2800,2800
Turkey Gizzard,173,CO0052,23473,03/13/2022,0.5 Kg,2900,0,0.0000(),2900,1450
Turkey,160,CO0001,23472,03/13/2022,0.6 Kg,2800,0,0.0000(),2800,1680
Panla,162,CO1512,23469,03/13/2022,2.2 Kg,1450,0,0.0000(),1450,3190
Goatmeat - One-Eight,188,CO0375,23470,03/13/2022,1 Pk(s),3500,0,0.0000(),3500,3500
Cow Beef/Kg,232,CO0375,23470,03/13/2022,1 Kg,2500,0,0.0000(),2500,2500
Roundabout,240,CO0375,23470,03/13/2022,1 Pk(s),1500,0,0.0000(),1500,1500
Titus,161,CO0001,23477,03/13/2022,1 Kg,2000,0,0.0000(),2000,2000
Turkey,160,CO0001,23471,03/13/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Turkey,160,CO0001,23478,03/13/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Chicken - Normal Laps,159,CO0001,23468,03/13/2022,1 Kg,2150,0,0.0000(),2150,2150
Chicken Wings,158,CO0001,23487,03/13/2022,0.5 Kg,2200,0,0.0000(),2200,1100
Turkey,160,CO0001,23486,03/13/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Panla,162,CO0001,23485,03/13/2022,0.6 Kg,1450,0,0.0000(),1450,870
Turkey,160,CO0001,23484,03/13/2022,0.4 Kg,2800,0,0.0000(),2800,1120
Old layers,179,CO0118,23483,03/13/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Turkey,160,CO0656,23482,03/13/2022,0.7 Kg,2800,0,0.0000(),2800,1960
Panla,162,CO1513,23479,03/13/2022,1.2 Kg,1450,0,0.0000(),1450,1740
Titus,161,CO0478,23481,03/13/2022,0.75 Kg,2000,0,0.0000(),2000,1500
Panla,162,CO0478,23481,03/13/2022,0.6 Kg,1450,0,0.0000(),1450,870
Chicken Gizzard,174,CO0478,23481,03/13/2022,1 Kg,1900,0,0.0000(),1900,1900
Chicken Orobo,157,CO0656,23480,03/13/2022,0.75 Kg,2000,0,0.0000(),2000,1500
Sausage,170,CO0656,23480,03/13/2022,4 Pk(s),600,0,0.0000(),600,2400
Old layers,179,CO1513,23479,03/13/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Chicken - Normal Laps,159,CO0572,23467,03/13/2022,0.95 Kg,2150,0,0.0000(),2150,2042.5
Nigerian Soft chicken,156,CO0478,23481,03/13/2022,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO0001,23466,03/13/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Turkey,160,CO0572,23467,03/13/2022,0.9 Kg,2800,0,0.0000(),2800,2520
Chicken - Normal Laps,159,CO0001,23458,03/13/2022,0.5 Kg,2150,0,0.0000(),2150,1075
Chicken Wings,158,CO0001,23458,03/13/2022,0.5 Kg,2200,0,0.0000(),2200,1100
Turkey,160,CO0673,23459,03/13/2022,1.5 Kg,2800,0,0.0000(),2800,4200
Turkey,160,CO0001,23461,03/13/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Turkey,160,CO0001,23462,03/13/2022,0.4 Kg,2800,0,0.0000(),2800,1120
Turkey,160,CO0958,23463,03/13/2022,5 Kg,2800,0,0.0000(),2800,14000
Smoked Oldlayers,205,CO0205,23460,03/13/2022,1 Pc(s),4000,0,0.0000(),4000,4000
Kings Oil 1litre,KOL,CO0001,23465,03/13/2022,1 Ltr,1600,0,0.0000(),1600,1600
Smoked Catfish,183,CO0001,23465,03/13/2022,1 Pk(s),2000,0,0.0000(),2000,2000
Ponmo,175,CO0001,23465,03/13/2022,1 Pk(s),1000,0,0.0000(),1000,1000
Titus,161,CO0001,23465,03/13/2022,0.9 Kg,2000,0,0.0000(),2000,1800
Nigerian Soft chicken,156,CO0001,23465,03/13/2022,1 Kg,1900,0,0.0000(),1900,1900
Croaker,165,CO0001,23466,03/13/2022,1 Kg,1750,0,0.0000(),1750,1750
Nigerian Soft chicken,156,CO0001,23464,03/13/2022,1 Kg,1900,0,0.0000(),1900,1900
Chicken Orobo,157,CO0001,23495,03/14/2022,1.3 Kg,2000,0,0.0000(),2000,2600
Turkey,160,CO0126,23492,03/14/2022,1.5 Kg,2800,0,0.0000(),2800,4200
Chicken Orobo,157,CO0126,23492,03/14/2022,0.5 Kg,2000,0,0.0000(),2000,1000
Titus,161,CO0489,23493,03/14/2022,1.25 Kg,2000,0,0.0000(),2000,2500
Chicken Orobo,157,CO0489,23493,03/14/2022,1.2 Kg,2000,0,0.0000(),2000,2400
Croaker,165,CO0656,23494,03/14/2022,1.25 Kg,1750,0,0.0000(),1750,2187.5
Nigerian Soft chicken,156,CO0151,23496,03/14/2022,1 Kg,1900,0,0.0000(),1900,1900
Sausage,170,CO0656,23502,03/14/2022,2 Pk(s),600,0,0.0000(),600,1200
Nigerian Soft chicken,156,CO0501,23498,03/14/2022,2 Kg,1900,0,0.0000(),1900,3800
Cow Leg/Kg,231,CO0174,23499,03/14/2022,1 Kg,2000,0,0.0000(),2000,2000
Old layers,179,CO0174,23499,03/14/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Kings Oil 2litres,KO2,CO0575,23500,03/14/2022,1 Ltr,3200,0,0.0000(),3200,3200
Turkey,160,CO0001,23501,03/14/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Chicken Gizzard,174,CO0882,23491,03/14/2022,1 Kg,1900,0,0.0000(),1900,1900
Panla,162,CO0288,23497,03/14/2022,2.1 Kg,1450,0,0.0000(),1450,3045
Nigerian Soft chicken,156,CO0849,23490,03/14/2022,1 Kg,1900,0,0.0000(),1900,1900
Cow Beef/Kg,232,CO0174,23499,03/14/2022,2 Kg,2500,0,0.0000(),2500,5000
Chicken Orobo,157,CO0602,23489,03/14/2022,5 Kg,2000,0,0.0000(),2000,10000
Turkey,160,CO0602,23489,03/14/2022,10 Kg,2800,0,0.0000(),2800,28000
Turkey,160,CO1441,23488,03/14/2022,1 Kg,2800,0,0.0000(),2800,2800
Sausage,170,CO1441,23488,03/14/2022,3 Pk(s),600,0,0.0000(),600,1800
Nigerian Soft chicken,156,CO0602,23489,03/14/2022,5 Kg,1900,0,0.0000(),1900,9500
Egg Half,206,CO0025,23512,03/15/2022,1 1/2,1050,0,0.0000(),1050,1050
Titus,161,CO0025,23512,03/15/2022,1.25 Kg,2000,0,0.0000(),2000,2500
Chicken Breast,168,CO0929,23513,03/15/2022,4 Pk(s),2800,0,0.0000(),2800,11200
Titus,161,CO0001,23514,03/15/2022,1 Kg,2000,0,0.0000(),2000,2000
Titus,161,CO0566,23515,03/15/2022,1 Kg,2000,0,0.0000(),2000,2000
Old layers,179,CO0526,23516,03/15/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Tilapia,163,CO0526,23516,03/15/2022,1 Kg,1700,0,0.0000(),1700,1700
Chicken Orobo,157,CO0526,23516,03/15/2022,1.3 Kg,2000,0,0.0000(),2000,2600
Titus,161,CO0042,23517,03/15/2022,0.7 Kg,2000,0,0.0000(),2000,1400
Chicken Orobo,157,CO0867,23511,03/15/2022,1.1 Kg,2000,0,0.0000(),2000,2200
Nigerian Soft chicken,156,CO0001,23518,03/15/2022,0.5 Kg,1900,0,0.0000(),1900,950
Egg,176,CO0455,23519,03/15/2022,1 Crt,2100,0,0.0000(),2100,2100
Croaker,165,CO1487,23520,03/15/2022,0.8 Kg,1750,0,0.0000(),1750,1400
Tilapia,163,CO1487,23520,03/15/2022,0.85 Kg,1700,0,0.0000(),1700,1445
Nigerian Soft chicken,156,CO1487,23520,03/15/2022,1.9 Kg,1900,0,0.0000(),1900,3610
Sausage,170,CO0656,23521,03/15/2022,5 Pk(s),600,0,0.0000(),600,3000
Croaker,165,CO0656,23521,03/15/2022,2.7 Kg,1750,0,0.0000(),1750,4725
Kote,164,CO0001,23522,03/15/2022,0.5 Kg,1400,0,0.0000(),1400,700
Egg Half,206,CO0042,23517,03/15/2022,1 1/2,1050,0,0.0000(),1050,1050
Old layers,179,CO1489,23510,03/15/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Tilapia,163,CO0025,23512,03/15/2022,2 Kg,1700,0,0.0000(),1700,3400
Titus,161,CO0122,23508,03/15/2022,0.5 Kg,2000,0,0.0000(),2000,1000
Egg Half,206,CO0122,23508,03/15/2022,1 1/2,1050,0,0.0000(),1050,1050
Titus,161,CO0001,23507,03/15/2022,1.1 Kg,2000,0,0.0000(),2000,2200
Turkey,160,CO0001,23506,03/15/2022,1 Kg,2800,0,0.0000(),2800,2800
Chicken Breast,168,CO0039,23505,03/15/2022,1 Pk(s),2800,0,0.0000(),2800,2800
Chicken Gizzard,174,CO0327,23504,03/15/2022,1 Kg,1900,0,0.0000(),1900,1900
Tilapia,163,CO0047,23503,03/15/2022,1 Kg,1700,0,0.0000(),1700,1700
Nigerian Soft chicken,156,CO1435,23509,03/15/2022,10 Kg,1900,0,0.0000(),1900,19000
Nigerian Soft chicken,156,CO0001,23539,03/16/2022,0.5 Kg,1900,0,0.0000(),1900,950
Sausage,170,CO0001,23539,03/16/2022,1 Pk(s),600,0,0.0000(),600,600
Chicken Wings,158,CO1514,23538,03/16/2022,1 Kg,2200,0,0.0000(),2200,2200
Sausage,170,CO0001,23536,03/16/2022,1 Pk(s),600,0,0.0000(),600,600
Nigerian Soft chicken,156,CO0008,23537,03/16/2022,1 Kg,1900,0,0.0000(),1900,1900
